cache_file,session_id,turn_number,gemini_pseudo_rank,gemini_track_name,gemini_artist_name,gemini_album_name,gemini_tag_list,gemini_release_date,catalog_similarity_rank,cosine_similarity,catalog_track_id,catalog_track_name,catalog_artist_name,catalog_album_name,catalog_tag_list,catalog_release_date
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,2,The Flow,Goldie,Timeless,"liquid dnb, abstract expressionism, atmospheric, bold patterns, sophisticated, breakbeat, electronic, cinematic",1995-07-31,5,0.9541679620742798,7b1d644f-af19-45b0-9ab1-ba8f1542a83e,Smokes Quantity / 1986 Summer Fire,Boards of Canada,Twoism,"trip-hop, Techno, ambient techno, Jazz, Alternative, electronica",1995-01-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,2,The Flow,Goldie,Timeless,"liquid dnb, abstract expressionism, atmospheric, bold patterns, sophisticated, breakbeat, electronic, cinematic",1995-07-31,6,0.9539628624916077,364af1f2-7310-4079-9052-57c105fc6073,Groove St.,Nightmares On Wax,Smokers Delight,"trip-hop, electronic, Electronic, downtempo, Alternative, smoke, Rock",1995-09-25
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,2,The Flow,Goldie,Timeless,"liquid dnb, abstract expressionism, atmospheric, bold patterns, sophisticated, breakbeat, electronic, cinematic",1995-07-31,7,0.9538321495056152,133f7fd4-e1a8-47c9-9400-518daa8c5e93,Frozen Pieces,Milosh,You Make Me Feel,"ambient, electronic, Electronic, late night, downtempo, gchillout, frozen piece, chillout, lush, somafm, electronica, lounge",2004-05-18
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,2,The Flow,Goldie,Timeless,"liquid dnb, abstract expressionism, atmospheric, bold patterns, sophisticated, breakbeat, electronic, cinematic",1995-07-31,8,0.9537314772605896,54c64477-3e72-41b5-998b-5a7ee5e65c0f,Outlier,Bonobo,Migration,"future garage, fip, electronic, Electronic, downtempo, instrumental, jamala, 1944",2017-01-13
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,2,The Flow,Goldie,Timeless,"liquid dnb, abstract expressionism, atmospheric, bold patterns, sophisticated, breakbeat, electronic, cinematic",1995-07-31,9,0.9536490440368652,7c091b47-f8e2-43d7-b8df-230e20e946dd,Assault,Martial Canterel,Refuge Underneath,"indietronica, Electronic, minimal synth, Alternative, industrial, Rock",2007-12-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,2,The Flow,Goldie,Timeless,"liquid dnb, abstract expressionism, atmospheric, bold patterns, sophisticated, breakbeat, electronic, cinematic",1995-07-31,10,0.9534727334976196,fb037d8e-9869-4645-8f13-9bd52c4c74ab,Reconnect,Monolake,Silence,"fsol, Electronic, New Age, dark minimal, Jazz, dark ambient, idm",2009-11-24
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,1,0.9537541270256042,e8ba98bd-9377-4cbc-af86-9a4802e607ba,Tasty City,Rone,Spanish Breakfast,"go drunk eosin cabs, Electronic, Rock, worktronica, techno, minimal, house",2009-03-02
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,2,0.9518469572067261,076218b7-964c-4924-8f5b-4b80c52a76d1,The Gambling Priest,"Daniele Luppi, Danger Mouse",Rome,"fip, hip hop tag, instrumental, design, hip-hop, Alternative, 50nightbar",2011-05-16
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,3,0.9514749050140381,2a8e78cf-1c0b-4294-93f0-9759975a9064,Pentagram,Prefuse 73,One Word Extinguisher,"electronic, adrien wayne, Dance, Hip-Hop/Rap, Electronic, instrumental, breakbeat, guitar",2003-05-05
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,4,0.9503618478775024,efa0f250-7e82-4cee-abf8-eba44b4da3ab,36,"Kwes., kwes.","Ilp., 36","experimental, electronic, postsoul, Electronic, electro, exceptional voice, end credits, Alternative, Rock",2013-10-14
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,5,0.9500569105148315,e3312098-f100-46f1-983e-c89a3b0240d7,Lava Lamp,"Thundercat, Sounwave",Drunk,"jazz fusion, Electronic, fip, R&B/Soul",2017-02-24
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,6,0.9499057531356812,e1827f5a-afb5-49b9-964a-a3872b8a36bc,Bern Rhythm,Teebs,"Why Like This?, Ardour","experimental, electronic, Electronic, downtempo, metro downtempo, organic instrumentation, instrumental, chillout, Industrial, Rock",2010-01-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,7,0.9498704671859741,29057987-5a6b-404e-b6e5-eb895882087f,Girl/Boy Song,Aphex Twin,Richard D. James Album,"chills, hope, Techno, stop motion, Jazz, Rock, reading",1996-11-04
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,8,0.9488086104393005,bb4af167-9490-40b8-96cc-04e1cdd64c39,With Him,Blood Orange,Freetown Sound,"interlude, 80s revival, saxophone, R&B/Soul, lush, Alternative, Rock, synthpop",2016-06-28
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,9,0.94846111536026,b5e37b16-c916-4c98-84d0-7d0db43fa378,Architect,Aesthetic Perfection,Close to Human,"ebm, Electronic, 8 of 10 stars, phignja, harsh electro, dark electro, industrial, played at cyberia",2005-01-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,3,Music,LTJ Bukem,Logical Progression,"atmospheric, abstract silhouette, geometric cover art, intelligent d&b, lounge, deep, electronic",1996-03-04,10,0.948370635509491,8d320835-ea56-4844-8658-c75fecc45cde,Bricks,Maribou State,"Beginnings, Olivia","Dance, Electronic, ladne, bass music, white rabbit, killer tracks",2012-01-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,1,0.9537985920906067,2314d13b-7ac4-489f-bb5b-866eb173e368,The Cloud Room,Pan-American,"Cloud Room, Glass Room","Dance, ambient, Electronic, ingersmy, silences, Rock",2013-04-29
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,2,0.9532029628753662,bbf62374-007a-492f-b347-1c841560efa5,In Threes,Loscil,Sea Island,"soundscape, electronic, Electronic, atmospheric, Classical, Rock, electronica, drone",2014-11-17
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,3,0.9514849185943604,9bd96a60-2335-471e-b95c-19715484f8bb,The Suspension Bridge at Iguazú Falls,Tortoise,TNT,"jazz fusion, experimental, killer intro, ambient, rock, Others, post-rock",1998-03-10
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,4,0.9501748085021973,27cdc3ba-632d-45aa-af6b-ab3827b960a0,Alpha And Omega,Boards of Canada,Geogaddi,"midtempo, dark, indian, electronic, Electronic, electro, dreamy, 2000s, strange and exquisite, sad, mysterious",2002-02-19
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,5,0.9494544267654419,2cae0218-a2d6-4e43-9970-cf5a23d7716e,Sirens,Windy & Carl,Depths,"electronic, ambient, postrockymaybe, a distant fire burning, 0001, space, distracted mood, drone",1998-01-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,6,0.94927978515625,01652f9b-6f81-46f2-9b54-a2748b978e40,Virginia Waveform,Pan-American,"Cloud Room, Glass Room","Jazz, Dance, Electronic",2013-04-29
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,7,0.9486029148101807,f3ba9d6e-5b12-42f7-a38d-192ffdf6d8db,Tracking Aeroplanes,The Echelon Effect,Field Recordings,"ambient, fine, instrumental, crystalline, minimal, quiet, lullaby, Instrumental, piano, memory, post-rock",2012-08-30
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,8,0.9484221339225769,5a9c6a57-40ee-4bf2-ab3c-c521314b5955,On The Way To Mother Sky,CAN,The Lost Tapes,"Rock, Classical, lauf, Electronic",2012-06-18
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,9,0.9482873678207397,99a17c88-571d-4ec0-af43-b9cd70915258,Sunrise at Sindhu,Desert Dwellers,Muladhara Yoga Dub,"ambient, New Age, world, tribal fusion, yogitunes, 2011",2011-11-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,4,Breeze,Peshay,Miles from Home,"jazz fusion, intelligent dnb, abstract geometry, bright patterns, smooth, atmospheric, electronic",1999-05-24,10,0.9482288956642151,f2e1728b-a82e-4f40-bb09-54e47b04033d,Vaporware 01,Donato Dozzy,Plays Bee Mask,"electronic, ambient, Dance, New Age, Jazz, im crying",2013-08-26
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,1,0.9672948122024536,e1515843-27b2-43b1-a784-e4910123802a,Hoova,Clark,"Death Peak, Hoova","experimental, electronic, Electronic, rave, warp, techno, avant-garde, idm",2017-04-07
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,2,0.9638222455978394,e09ea662-9456-45d2-b45f-f140d5eb2bec,3 Days,Martial Canterel,Refuge Underneath,"Electronic, minimal electro, Alternative, industrial, minimal wave, Rock, synthpop",2007-12-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,3,0.9634060263633728,fb037d8e-9869-4645-8f13-9bd52c4c74ab,Reconnect,Monolake,Silence,"fsol, Electronic, New Age, dark minimal, Jazz, dark ambient, idm",2009-11-24
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,4,0.962889552116394,2ea4c82b-5ec7-493c-9b6a-2b7050766354,Eclipse,Colleen,Captain Of None,"fip, Electronic, thrill jockey, calm, Alternative, experimental pop, post-minimalism",2015-04-07
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,5,0.9625251293182373,c252802e-e46c-43d7-991e-324b584014f9,Zauberberg 1,GAS,Zauberberg,"haunting, ambient, Electronic, atmospheric, minimal, ambient techno, ominous, dark ambient, minimal techno, deep",1997-01-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,6,0.9622133374214172,17f2ed29-4e2d-425d-b279-183d7de62a41,Eeriel,Isan,Clockwork Menagerie,"later, ambient, Electronic, metro downtempo, systolische phase, Pop, Rock, electronica, idm",2002-06-10
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,7,0.961963415145874,7c091b47-f8e2-43d7-b8df-230e20e946dd,Assault,Martial Canterel,Refuge Underneath,"indietronica, Electronic, minimal synth, Alternative, industrial, Rock",2007-12-01
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,8,0.9608063697814941,bbf62374-007a-492f-b347-1c841560efa5,In Threes,Loscil,Sea Island,"soundscape, electronic, Electronic, atmospheric, Classical, Rock, electronica, drone",2014-11-17
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,9,0.9607064723968506,133f7fd4-e1a8-47c9-9400-518daa8c5e93,Frozen Pieces,Milosh,You Make Me Feel,"ambient, electronic, Electronic, late night, downtempo, gchillout, frozen piece, chillout, lush, somafm, electronica, lounge",2004-05-18
164fc33f-b103-424f-836a-b7a7d565f6c2_turn_5.json,164fc33f-b103-424f-836a-b7a7d565f6c2,5,5,Amber,Autechre,Amber,"IDM, abstract, geometric patterns, minimalist, ambient techno, electronic, experimental, chill",1994-11-07,10,0.9604067802429199,b5d12a1b-b93d-42c8-a843-4f63ec9c3fb6,#22,Aphex Twin,Selected Ambient Works Volume II,"electronic, breakcore, ambient, Dance, Jazz, Classical, tassels, idm",1994-03-07
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,1,0.9588332176208496,e0b7589e-e185-4884-9960-134e76884990,Samurai,Bonobo,Bambro Koyo Ganda,"trip-hop, Electronic, downtempo, personal favourites, Alternative",2017-06-05
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,2,0.9535124897956848,9e9ee50a-c561-4a77-a10e-fb4e71593ca4,Tale,Akira Kosemura,Polaroid Piano,"Dance, brom, New Age, aura, Pop",2009-11-16
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,3,0.9534780979156494,e0fe5146-87f5-4307-a952-1c19ec5260f9,Madhouse,Kimbra,The Golden Echo,"Others, indie pop, 80s, disco, musica tranquila",2014-08-15
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,4,0.953428328037262,a1801262-4434-4632-b19d-5b91cc4adf89,Payback Pursuit,Perturbator,Terror 404,"nu disco, electronic, Electronic, new wave, Soundtracks, Rock",2012-05-01
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,5,0.9528501033782959,1cc769ed-83e3-4ca2-a77d-3b92a7700d0f,Memories We Share,Cut Copy,Haiku From Zero,"nu disco, indietronica, electronic, Electronic, synthpop",2017-09-22
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,6,0.9522485136985779,f7b7752f-b406-420c-8a5d-5f9a785d8544,Collide,Kodomo,Frozen in Motion,"electronic, Dance, Electronic, energy, noite, Rock, idm",2011-06-21
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,7,0.9518717527389526,650d01a9-ec75-46b4-ad7d-c384bdcec6f1,Lift,Shugo Tokumaru,TOSS,"experimental, folk, exprog, world, indie, J-Pop, japanese",2017-04-28
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,8,0.9516562819480896,e7bd1d9d-1e3a-4581-8a86-57ede63cbbba,Saudade,Thievery Corporation,Saudade,"fip, love, ambient, Dance, Electronic, latin jazz, bossa nova, Rock, lounge",2014-04-01
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,9,0.9505271315574646,d1a0f74a-887c-430b-802a-5e1536f79821,Hatsunori,Marconi Union,Tokyo+,"ambient, british, electronic, Electronic, spacestation, Ambient, chillout, Alternative, somafm, electronica",2017-01-20
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,1,Midnight Sun,L'Impératrice,Tako Tsubo,"electronic, nu-disco, chill, sunny, poolside, groovy, synth-pop",2021-03-26,10,0.950320303440094,90aa51cb-01c4-4b1e-9f60-3842b2e390d2,Ice Disco,Velvet Condom,Stadtgeil,"electronic, Electronic, Rock, Pop, coldwave",2011-03-14
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,1,0.9688940644264221,060729d4-c641-484b-89a9-90c95432393d,Lauren,Men I Trust,Lauren,"Dance, Electronic, names of people, chill out, sophisti-pop, groove, synthpop",2016-06-13
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,2,0.9678506851196289,56e2aebb-067c-4972-88d9-d0c5cdda4f51,Out Of My Control,HONNE,Warm On A Cold Night (Deluxe),"electronic soul, sophisti-pop, alternative rnb, Alternative, synthpop",2016-01-22
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,3,0.9671755433082581,06e2d78e-7cef-49b8-917d-ae719d3cd198,Particle,Hundred Waters,Communicating,"Dance, Electronic, upbeat, folktronica, playful, indie electronic",2017-09-14
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,4,0.9668930768966675,df034ca6-a31e-4248-a58e-99621e965e08,Full Blown Love,"Broods, BROODS",Conscious,"electropop, extremely euphoric, dance-pop, Alternative, synthpop",2016-06-24
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,5,0.9663156867027283,ccef8678-b449-4fd4-a2d5-73694b401843,Vintage,Allie X,CollXtion II,"pop, indie pop, dance-pop, hino, i love this vintage, Pop, synthpop",2017-06-09
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,6,0.9657922387123108,a3ff3f27-9974-41a2-a438-8a58cdf156a3,Say Something,Fort Romeau,Kingdoms,"Dance, deep house, infatuation, Electronic, Rock, nu-disco, disco, house, electronica",2012-03-06
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,7,0.9647624492645264,75aee319-ced4-4e94-a0f1-a4fe4e6e7821,Bedroom Door,"Broods, BROODS",Conscious,"laidback, indie pop, chillout, Pop, synthpop",2016-06-24
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,8,0.9647349119186401,74e0a9c4-5d6b-4449-a28e-b8b2218bb341,Take You High,HONNE,Warm On A Cold Night (Deluxe),"pop soul, dance-pop, electronic soul, Alternative, contemporary rnb, synthpop",2016-01-22
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,9,0.9645441770553589,02a21e1c-670a-4f6c-bd95-64a7b303e7d8,Here Is the Place,Empathy Test,Throwing Stones,"pop, electronic, Dance, Electronic, mtv catfish, electro pop, london, melancholy, synthpop",2014-12-09
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,2,Sunshine,Roosevelt,Young Romance,"electronic, synth-pop, chill, summery, indie-dance, warm, relaxed",2018-09-28,10,0.9644793272018433,6c2194a6-3e79-4bda-9847-a4e30659911b,Capsize,"Emily Warren, FRENSHIP","Truce - EP, Capsize","electropop, indie pop, tropical house, dance, Pop, emily warren, edm",2016-09-02
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,3,Golden,FKJ,French Kiwi Juice,"electronic, chill, downtempo, smooth, laid-back, sun-drenched",2017-03-03,1,0.9754471778869629,4faf3552-6a90-4f68-91c3-49e5455b6be6,We Ain't Feeling Time,FKJ,French Kiwi Juice,"nu jazz, neo-soul, Electronic",2017-03-03
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,3,Golden,FKJ,French Kiwi Juice,"electronic, chill, downtempo, smooth, laid-back, sun-drenched",2017-03-03,2,0.9752277135848999,0b74ffef-ea9e-4a58-a71e-1016a7f73bdb,Blessed,FKJ,French Kiwi Juice,"nu jazz, groove bass, neo-soul, Electronic, alternative rnb",2017-03-03
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,3,Golden,FKJ,French Kiwi Juice,"electronic, chill, downtempo, smooth, laid-back, sun-drenched",2017-03-03,3,0.9711335897445679,54a3f5b1-b51f-4b1f-9818-ac95fbb7119b,Skyline,FKJ,"Skyline, French Kiwi Juice","nu jazz, fip, Electronic, alternative rnb, synth funk",2017-03-03
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,3,Golden,FKJ,French Kiwi Juice,"electronic, chill, downtempo, smooth, laid-back, sun-drenched",2017-03-03,4,0.9699334502220154,061b74d6-fde9-417f-8cfc-57ac8c7d1686,A Bunch of Questions,Gramatik,SB3,"Electronic, downtempo, instrumental, hip-hop, chillout",2010-07-29
198470a5-db1e-4add-b04a-bee8c5945d4b_turn_5.json,198470a5-db1e-4add-b04a-bee8c5945d4b,5,3,Golden,FKJ,French Kiwi Juice,"electronic, chill, downtempo, smooth, laid-back, sun-drenched",2017-03-03,5,0.9685138463973999,b35e5333-2a52-4ccc-8a78-009ab757048d,Better Give U Up,FKJ,French Kiwi Juice,"nu jazz, chill hop, Electronic, alternative rnb, jazz-funk, house",2017-03-03
